timestamp,zone,occupancy_count,zone_capacity,occupancy_pct
2026-03-22 07:00:00,Main_Lobby,0.0,120,0.0
2026-03-22 07:00:00,North_Wing_G,1.8811294327824277,180,0.010450719071013487
2026-03-22 07:00:00,South_Wing_G,0.0,150,0.0
2026-03-22 07:00:00,Elevators_G,0.0,100,0.0
2026-03-22 07:00:00,Student_Lounge,0.0,220,0.0
2026-03-22 07:00:00,Central_Stairs_G1,1.5555838708578966,80,0.01944479838572371
2026-03-22 07:00:00,Elevators_F1,2.2544824139360657,90,0.02504980459928962
2026-03-22 07:00:00,North_Wing_F1,0.0,160,0.0
2026-03-22 07:00:00,South_Wing_F1,0.0,140,0.0
2026-03-22 07:00:00,Quiet_Study_Area,0.0,120,0.0
2026-03-22 07:00:00,Central_Stairs_12,0.0,70,0.0
2026-03-22 07:00:00,Elevators_F2,0.0,80,0.0
2026-03-22 07:00:00,North_Wing_F2,0.0,150,0.0
2026-03-22 07:00:00,South_Wing_F2,0.7308881287281567,120,0.006090734406067972
2026-03-22 07:00:00,Grand_Auditorium,0.8616420060157655,200,0.004308210030078827
2026-03-22 07:05:00,Main_Lobby,0.0,120,0.0
2026-03-22 07:05:00,North_Wing_G,0.1398688019325114,180,0.0007770488996250633
2026-03-22 07:05:00,South_Wing_G,2.2579445854417832,150,0.015052963902945221
2026-03-22 07:05:00,Elevators_G,0.0,100,0.0
2026-03-22 07:05:00,Student_Lounge,1.3011855756494022,220,0.005914479889315464
2026-03-22 07:05:00,Central_Stairs_G1,2.558247286246398,80,0.03197809107807997
2026-03-22 07:05:00,Elevators_F1,2.6510253721189043,90,0.029455837467987824
2026-03-22 07:05:00,North_Wing_F1,0.4373771934580259,160,0.002733607459112662
2026-03-22 07:05:00,South_Wing_F1,0.44719109754936454,140,0.0031942221253526038
2026-03-22 07:05:00,Quiet_Study_Area,0.13515813897778292,120,0.0011263178248148576
2026-03-22 07:05:00,Central_Stairs_12,1.2625764516770808,70,0.018036806452529724
2026-03-22 07:05:00,Elevators_F2,0.0,80,0.0
2026-03-22 07:05:00,North_Wing_F2,0.0,150,0.0
2026-03-22 07:05:00,South_Wing_F2,3.6684302588804965,120,0.030570252157337472
2026-03-22 07:05:00,Grand_Auditorium,2.763822798846907,200,0.013819113994234536
2026-03-22 07:10:00,Main_Lobby,0.0,120,0.0
2026-03-22 07:10:00,North_Wing_G,1.3064505979554526,180,0.007258058877530292
2026-03-22 07:10:00,South_Wing_G,3.739763015851014,150,0.02493175343900676
2026-03-22 07:10:00,Elevators_G,0.0,100,0.0
2026-03-22 07:10:00,Student_Lounge,0.8312349486959134,220,0.0037783406758905157
2026-03-22 07:10:00,Central_Stairs_G1,0.21800604111548205,80,0.0027250755139435257
2026-03-22 07:10:00,Elevators_F1,3.4425385533058286,90,0.03825042837006476
2026-03-22 07:10:00,North_Wing_F1,1.7910623989442476,160,0.011194139993401547
2026-03-22 07:10:00,South_Wing_F1,0.7434411810733907,140,0.00531029415052422
2026-03-22 07:10:00,Quiet_Study_Area,0.0,120,0.0
2026-03-22 07:10:00,Central_Stairs_12,0.0,70,0.0
2026-03-22 07:10:00,Elevators_F2,0.0,80,0.0
2026-03-22 07:10:00,North_Wing_F2,0.9739449615711636,150,0.006492966410474424
2026-03-22 07:10:00,South_Wing_F2,3.435440932072053,120,0.028628674433933778
2026-03-22 07:10:00,Grand_Auditorium,3.461037146720181,200,0.017305185733600906
2026-03-22 07:15:00,Main_Lobby,0.0,120,0.0
